dataset,sub,filename_o,label,apex,imagename,sub_filename
casme2,sub24,EP01_08,0,,sub24_EP01_08.jpg,
casme2,sub24,EP02_02f,0,,sub24_EP02_02f.jpg,
casme2,sub24,EP18_03,2,,sub24_EP18_03.jpg,
casme2,sub25,EP09_02,0,,sub25_EP09_02.jpg,
casme2,sub25,EP10_01,0,,sub25_EP10_01.jpg,
casme2,sub25,EP10_10,2,,sub25_EP10_10.jpg,
casme2,sub25,EP12_01,2,,sub25_EP12_01.jpg,
casme2,sub25,EP18_04f,0,,sub25_EP18_04f.jpg,
casme2,sub26,EP03_10,1,,sub26_EP03_10.jpg,
casme2,sub26,EP09_04,0,,sub26_EP09_04.jpg,
casme2,sub26,EP09_09,0,,sub26_EP09_09.jpg,
casme2,sub26,EP13_02,1,,sub26_EP13_02.jpg,
casme2,sub26,EP13_11,0,,sub26_EP13_11.jpg,
casme2,sub26,EP16_01,0,,sub26_EP16_01.jpg,
casme2,sub26,EP18_44,0,,sub26_EP18_44.jpg,
casme2,sub26,EP18_47,0,,sub26_EP18_47.jpg,
casme2,sub26,EP18_49,0,,sub26_EP18_49.jpg,
casme2,sub26,EP18_50,0,,sub26_EP18_50.jpg,
casme2,sub26,EP18_51,0,,sub26_EP18_51.jpg,
smic,s01,s01_ne_01,0,,s01_s1_ne_01.jpg,
smic,s01,s01_ne_02,0,,s01_s1_ne_02.jpg,
smic,s01,s01_ne_03,0,,s01_s1_ne_03.jpg,
smic,s01,s01_po_01,1,,s01_s1_po_01.jpg,
smic,s01,s01_po_02,1,,s01_s1_po_02.jpg,
smic,s01,s01_sur_01,2,,s01_s1_sur_01.jpg,
smic,s02,s02_po_01,1,,s02_s2_po_01.jpg,
smic,s02,s02_sur_01,2,,s02_s2_sur_01.jpg,
smic,s02,s02_sur_02,2,,s02_s2_sur_02.jpg,
smic,s02,s02_sur_03,2,,s02_s2_sur_03.jpg,
smic,s02,s02_sur_04,2,,s02_s2_sur_04.jpg,
smic,s02,s02_sur_05,2,,s02_s2_sur_05.jpg,
smic,s03,s03_ne_01,0,,s03_s3_ne_01.jpg,
smic,s03,s03_ne_02,0,,s03_s3_ne_02.jpg,
smic,s03,s03_ne_03,0,,s03_s3_ne_03.jpg,
smic,s03,s03_ne_04,0,,s03_s3_ne_04.jpg,
smic,s03,s03_ne_05,0,,s03_s3_ne_05.jpg,
smic,s03,s03_ne_06,0,,s03_s3_ne_06.jpg,
smic,s03,s03_ne_07,0,,s03_s3_ne_07.jpg,
smic,s03,s03_ne_08,0,,s03_s3_ne_08.jpg,
smic,s03,s03_ne_09,0,,s03_s3_ne_09.jpg,
smic,s03,s03_ne_10,0,,s03_s3_ne_10.jpg,
smic,s03,s03_ne_11,0,,s03_s3_ne_11.jpg,
smic,s03,s03_ne_12,0,,s03_s3_ne_12.jpg,
smic,s03,s03_ne_13,0,,s03_s3_ne_13.jpg,
smic,s03,s03_ne_14,0,,s03_s3_ne_14.jpg,
smic,s03,s03_ne_15,0,,s03_s3_ne_15.jpg,
smic,s03,s03_ne_16,0,,s03_s3_ne_16.jpg,
smic,s03,s03_ne_17,0,,s03_s3_ne_17.jpg,
smic,s03,s03_ne_18,0,,s03_s3_ne_18.jpg,
smic,s03,s03_ne_19,0,,s03_s3_ne_19.jpg,
smic,s03,s03_ne_20,0,,s03_s3_ne_20.jpg,
smic,s03,s03_ne_21,0,,s03_s3_ne_21.jpg,
smic,s03,s03_ne_22,0,,s03_s3_ne_22.jpg,
smic,s03,s03_po_01,1,,s03_s3_po_01.jpg,
smic,s03,s03_po_02,1,,s03_s3_po_02.jpg,
smic,s03,s03_po_03,1,,s03_s3_po_03.jpg,
smic,s03,s03_po_04,1,,s03_s3_po_04.jpg,
smic,s03,s03_po_05,1,,s03_s3_po_05.jpg,
smic,s03,s03_po_06,1,,s03_s3_po_06.jpg,
smic,s03,s03_po_07,1,,s03_s3_po_07.jpg,
smic,s03,s03_po_08,1,,s03_s3_po_08.jpg,
smic,s03,s03_po_09,1,,s03_s3_po_09.jpg,
smic,s03,s03_po_10,1,,s03_s3_po_10.jpg,
smic,s03,s03_po_11,1,,s03_s3_po_11.jpg,
smic,s03,s03_sur_01,2,,s03_s3_sur_01.jpg,
smic,s03,s03_sur_02,2,,s03_s3_sur_02.jpg,
smic,s03,s03_sur_03,2,,s03_s3_sur_03.jpg,
smic,s03,s03_sur_04,2,,s03_s3_sur_04.jpg,
smic,s03,s03_sur_05,2,,s03_s3_sur_05.jpg,
smic,s03,s03_sur_06,2,,s03_s3_sur_06.jpg,
smic,s04,s04_ne_01,0,,s04_s4_ne_01.jpg,
smic,s04,s04_ne_02,0,,s04_s4_ne_02.jpg,
smic,s04,s04_ne_03,0,,s04_s4_ne_03.jpg,
smic,s04,s04_ne_04,0,,s04_s4_ne_04.jpg,
smic,s04,s04_ne_05,0,,s04_s4_ne_05.jpg,
smic,s04,s04_ne_06,0,,s04_s4_ne_06.jpg,
smic,s04,s04_ne_07,0,,s04_s4_ne_07.jpg,
smic,s04,s04_ne_08,0,,s04_s4_ne_08.jpg,
smic,s04,s04_ne_09,0,,s04_s4_ne_09.jpg,
smic,s04,s04_ne_10,0,,s04_s4_ne_10.jpg,
smic,s04,s04_po_01,1,,s04_s4_po_01.jpg,
smic,s04,s04_po_02,1,,s04_s4_po_02.jpg,
smic,s04,s04_po_03,1,,s04_s4_po_03.jpg,
smic,s04,s04_po_04,1,,s04_s4_po_04.jpg,
smic,s04,s04_sur_01,2,,s04_s4_sur_01.jpg,
smic,s04,s04_sur_02,2,,s04_s4_sur_02.jpg,
smic,s04,s04_sur_03,2,,s04_s4_sur_03.jpg,
smic,s04,s04_sur_04,2,,s04_s4_sur_04.jpg,
smic,s04,s04_sur_05,2,,s04_s4_sur_05.jpg,
smic,s05,s05_ne_01,0,,s05_s5_ne_01.jpg,
smic,s05,s05_sur_01,2,,s05_s5_sur_01.jpg,
smic,s06,s06_ne_01,0,,s06_s6_ne_01.jpg,
smic,s06,s06_ne_02,0,,s06_s6_ne_02.jpg,
smic,s06,s06_sur_01,2,,s06_s6_sur_01.jpg,
smic,s06,s06_sur_02,2,,s06_s6_sur_02.jpg,
smic,s08,s08_ne_01,0,,s08_s8_ne_01.jpg,
smic,s08,s08_ne_02,0,,s08_s8_ne_02.jpg,
smic,s08,s08_ne_03,0,,s08_s8_ne_03.jpg,
smic,s08,s08_ne_04,0,,s08_s8_ne_04.jpg,
smic,s08,s08_ne_05,0,,s08_s8_ne_05.jpg,
smic,s08,s08_ne_06,0,,s08_s8_ne_06.jpg,
smic,s08,s08_ne_07,0,,s08_s8_ne_07.jpg,
smic,s08,s08_ne_08,0,,s08_s8_ne_08.jpg,
smic,s08,s08_ne_09,0,,s08_s8_ne_09.jpg,
smic,s08,s08_po_01,1,,s08_s8_po_01.jpg,
smic,s08,s08_po_02,1,,s08_s8_po_02.jpg,
smic,s08,s08_po_03,1,,s08_s8_po_03.jpg,
smic,s08,s08_po_04,1,,s08_s8_po_04.jpg,
smic,s09,s09_po_01,1,,s09_s9_po_01.jpg,
smic,s09,s09_sur_01,2,,s09_s9_sur_01.jpg,
smic,s09,s09_sur_02,2,,s09_s9_sur_02.jpg,
smic,s09,s09_sur_03,2,,s09_s9_sur_03.jpg,
smic,s11,s11_ne_01,0,,s11_s11_ne_01.jpg,
smic,s11,s11_ne_02,0,,s11_s11_ne_02.jpg,
smic,s11,s11_ne_03,0,,s11_s11_ne_03.jpg,
smic,s11,s11_po_01,1,,s11_s11_po_01.jpg,
smic,s11,s11_po_02,1,,s11_s11_po_02.jpg,
smic,s11,s11_po_03,1,,s11_s11_po_03.jpg,
smic,s11,s11_sur_01,2,,s11_s11_sur_01.jpg,
smic,s12,s12_po_01,1,,s12_s12_po_01.jpg,
smic,s12,s12_po_02,1,,s12_s12_po_02.jpg,
smic,s12,s12_po_03,1,,s12_s12_po_03.jpg,
smic,s12,s12_po_04,1,,s12_s12_po_04.jpg,
smic,s12,s12_po_05,1,,s12_s12_po_05.jpg,
smic,s12,s12_po_06,1,,s12_s12_po_06.jpg,
smic,s12,s12_po_07,1,,s12_s12_po_07.jpg,
smic,s12,s12_po_08,1,,s12_s12_po_08.jpg,
smic,s12,s12_sur_01,2,,s12_s12_sur_01.jpg,
smic,s13,s13_po_01,1,,s13_s13_po_01.jpg,
smic,s13,s13_po_02,1,,s13_s13_po_02.jpg,
smic,s13,s13_po_03,1,,s13_s13_po_03.jpg,
smic,s13,s13_po_04,1,,s13_s13_po_04.jpg,
smic,s13,s13_po_05,1,,s13_s13_po_05.jpg,
smic,s13,s13_po_06,1,,s13_s13_po_06.jpg,
smic,s13,s13_po_07,1,,s13_s13_po_07.jpg,
smic,s13,s13_po_08,1,,s13_s13_po_08.jpg,
smic,s13,s13_po_09,1,,s13_s13_po_09.jpg,
smic,s13,s13_po_10,1,,s13_s13_po_10.jpg,
smic,s14,s14_ne_01,0,,s14_s14_ne_01.jpg,
smic,s14,s14_ne_02,0,,s14_s14_ne_02.jpg,
smic,s14,s14_ne_03,0,,s14_s14_ne_03.jpg,
smic,s14,s14_po_01,1,,s14_s14_po_01.jpg,
smic,s14,s14_po_02,1,,s14_s14_po_02.jpg,
smic,s14,s14_sur_01,2,,s14_s14_sur_01.jpg,
smic,s14,s14_sur_02,2,,s14_s14_sur_02.jpg,
smic,s14,s14_sur_03,2,,s14_s14_sur_03.jpg,
smic,s14,s14_sur_04,2,,s14_s14_sur_04.jpg,
smic,s14,s14_sur_05,2,,s14_s14_sur_05.jpg,
smic,s15,s15_ne_01,0,,s15_s15_ne_01.jpg,
smic,s15,s15_po_01,1,,s15_s15_po_01.jpg,
smic,s15,s15_sur_01,2,,s15_s15_sur_01.jpg,
smic,s15,s15_sur_02,2,,s15_s15_sur_02.jpg,
smic,s18,s18_ne_01,0,,s18_s18_ne_01.jpg,
smic,s18,s18_ne_02,0,,s18_s18_ne_02.jpg,
smic,s18,s18_sur_01,2,,s18_s18_sur_01.jpg,
smic,s18,s18_sur_02,2,,s18_s18_sur_02.jpg,
smic,s18,s18_sur_03,2,,s18_s18_sur_03.jpg,
smic,s18,s18_sur_04,2,,s18_s18_sur_04.jpg,
smic,s18,s18_sur_05,2,,s18_s18_sur_05.jpg,
smic,s19,s19_po_01,1,,s19_s19_po_01.jpg,
smic,s19,s19_sur_01,2,,s19_s19_sur_01.jpg,
smic,s20,s20_ne_01,0,,s20_s20_ne_01.jpg,
smic,s20,s20_ne_02,0,,s20_s20_ne_02.jpg,
smic,s20,s20_ne_03,0,,s20_s20_ne_03.jpg,
smic,s20,s20_ne_04,0,,s20_s20_ne_04.jpg,
smic,s20,s20_ne_05,0,,s20_s20_ne_05.jpg,
smic,s20,s20_ne_06,0,,s20_s20_ne_06.jpg,
smic,s20,s20_ne_07,0,,s20_s20_ne_07.jpg,
smic,s20,s20_ne_08,0,,s20_s20_ne_08.jpg,
smic,s20,s20_ne_09,0,,s20_s20_ne_09.jpg,
smic,s20,s20_ne_10,0,,s20_s20_ne_10.jpg,
smic,s20,s20_ne_11,0,,s20_s20_ne_11.jpg,
smic,s20,s20_ne_12,0,,s20_s20_ne_12.jpg,
smic,s20,s20_ne_13,0,,s20_s20_ne_13.jpg,
smic,s20,s20_ne_14,0,,s20_s20_ne_14.jpg,
smic,s20,s20_po_01,1,,s20_s20_po_01.jpg,
smic,s20,s20_po_02,1,,s20_s20_po_02.jpg,
smic,s20,s20_po_03,1,,s20_s20_po_03.jpg,
smic,s20,s20_sur_01,2,,s20_s20_sur_01.jpg,
smic,s20,s20_sur_02,2,,s20_s20_sur_02.jpg,
smic,s20,s20_sur_03,2,,s20_s20_sur_03.jpg,
smic,s20,s20_sur_04,2,,s20_s20_sur_04.jpg,
smic,s20,s20_sur_05,2,,s20_s20_sur_05.jpg,
samm,006,006_1_2,0,,006_006_1_2.jpg,
samm,006,006_1_3,0,,006_006_1_3.jpg,
samm,006,006_1_4,0,,006_006_1_4.jpg,
samm,006,006_1_5,0,,006_006_1_5.jpg,
samm,006,006_1_6,0,,006_006_1_6.jpg,
samm,006,006_2_4,0,,006_006_2_4.jpg,
samm,006,006_3_4,0,,006_006_3_4.jpg,
samm,006,006_3_5,2,,006_006_3_5.jpg,
samm,006,006_5_10,0,,006_006_5_10.jpg,
samm,006,006_5_11,0,,006_006_5_11.jpg,
samm,006,006_5_9,2,,006_006_5_9.jpg,
samm,007,007_3_1,0,,007_007_3_1.jpg,
samm,007,007_5_3,2,,007_007_5_3.jpg,
samm,007,007_6_1,1,,007_007_6_1.jpg,
samm,007,007_6_2,1,,007_007_6_2.jpg,
samm,007,007_6_3,1,,007_007_6_3.jpg,
samm,007,007_6_5,1,,007_007_6_5.jpg,
samm,007,007_7_1,2,,007_007_7_1.jpg,
samm,007,007_7_5,1,,007_007_7_5.jpg,
samm,009,009_2_1,0,,009_009_2_1.jpg,
samm,009,009_3_2,0,,009_009_3_2.jpg,
samm,009,009_3_3,0,,009_009_3_3.jpg,
samm,009,009_3_4,2,,009_009_3_4.jpg,
samm,010,010_2_1,0,,010_010_2_1.jpg,
samm,010,010_2_8,0,,010_010_2_8.jpg,
samm,010,010_4_1,0,,010_010_4_1.jpg,
samm,010,010_4_2,0,,010_010_4_2.jpg,
samm,011,011_1_4,0,,011_011_1_4.jpg,
samm,011,011_2_1,0,,011_011_2_1.jpg,
samm,011,011_2_2,0,,011_011_2_2.jpg,
samm,011,011_2_3,0,,011_011_2_3.jpg,
samm,011,011_2_7,1,,011_011_2_7.jpg,
samm,011,011_3_1,0,,011_011_3_1.jpg,
samm,011,011_3_4,1,,011_011_3_4.jpg,
samm,011,011_3_5,1,,011_011_3_5.jpg,
samm,011,011_3_6,1,,011_011_3_6.jpg,
samm,011,011_4_1,0,,011_011_4_1.jpg,
samm,011,011_4_12,0,,011_011_4_12.jpg,
samm,011,011_4_13,0,,011_011_4_13.jpg,
samm,011,011_4_2,0,,011_011_4_2.jpg,
samm,011,011_5_1,0,,011_011_5_1.jpg,
samm,011,011_6_1,0,,011_011_6_1.jpg,
samm,011,011_6_13,1,,011_011_6_13.jpg,
samm,011,011_6_5,1,,011_011_6_5.jpg,
samm,011,011_6_6,1,,011_011_6_6.jpg,
samm,011,011_7_1,0,,011_011_7_1.jpg,
samm,011,011_7_10,0,,011_011_7_10.jpg,
samm,012,012_3_1,0,,012_012_3_1.jpg,
samm,012,012_3_2,0,,012_012_3_2.jpg,
samm,012,012_7_1,2,,012_012_7_1.jpg,
samm,013,013_1_10,0,,013_013_1_10.jpg,
samm,013,013_1_11,0,,013_013_1_11.jpg,
samm,013,013_1_12,0,,013_013_1_12.jpg,
samm,013,013_1_8,0,,013_013_1_8.jpg,
samm,013,013_1_9,0,,013_013_1_9.jpg,
samm,013,013_7_7,0,,013_013_7_7.jpg,
samm,014,014_1_1,0,,014_014_1_1.jpg,
samm,014,014_2_3,2,,014_014_2_3.jpg,
samm,014,014_2_4,1,,014_014_2_4.jpg,
samm,014,014_3_3,1,,014_014_3_3.jpg,
samm,014,014_3_4,1,,014_014_3_4.jpg,
samm,014,014_5_2,0,,014_014_5_2.jpg,
samm,014,014_6_1,1,,014_014_6_1.jpg,
samm,014,014_6_2,1,,014_014_6_2.jpg,
samm,014,014_6_3,1,,014_014_6_3.jpg,
samm,014,014_7_1,1,,014_014_7_1.jpg,
samm,015,015_5_1,0,,015_015_5_1.jpg,
samm,015,015_5_2,0,,015_015_5_2.jpg,
samm,015,015_5_3,2,,015_015_5_3.jpg,
samm,016,016_7_1,0,,016_016_7_1.jpg,
samm,016,016_7_2,2,,016_016_7_2.jpg,
samm,016,016_7_3,0,,016_016_7_3.jpg,
samm,016,016_7_5,2,,016_016_7_5.jpg,
samm,016,016_7_8,1,,016_016_7_8.jpg,
samm,017,017_3_1,0,,017_017_3_1.jpg,
samm,017,017_3_2,2,,017_017_3_2.jpg,
samm,017,017_3_4,0,,017_017_3_4.jpg,
samm,017,017_6_1,0,,017_017_6_1.jpg,
samm,018,018_3_1,0,,018_018_3_1.jpg,
samm,018,018_5_1,0,,018_018_5_1.jpg,
samm,018,018_7_1,2,,018_018_7_1.jpg,
samm,019,019_4_1,1,,019_019_4_1.jpg,
samm,020,020_4_1,0,,020_020_4_1.jpg,
samm,020,020_4_2,1,,020_020_4_2.jpg,
samm,020,020_7_1,0,,020_020_7_1.jpg,
samm,020,020_7_10,1,,020_020_7_10.jpg,
samm,021,021_7_1,0,,021_021_7_1.jpg,
samm,021,021_7_2,0,,021_021_7_2.jpg,
samm,022,022_2_3,0,,022_022_2_3.jpg,
samm,022,022_3_2,0,,022_022_3_2.jpg,
samm,022,022_3_3,1,,022_022_3_3.jpg,
samm,022,022_4_1,0,,022_022_4_1.jpg,
samm,022,022_5_1,1,,022_022_5_1.jpg,
samm,023,023_1_1,0,,023_023_1_1.jpg,
samm,024,024_2_1,0,,024_024_2_1.jpg,
samm,026,026_1_1,0,,026_026_1_1.jpg,
samm,026,026_2_1,0,,026_026_2_1.jpg,
samm,026,026_2_2,0,,026_026_2_2.jpg,
samm,026,026_2_3,0,,026_026_2_3.jpg,
samm,026,026_3_3,0,,026_026_3_3.jpg,
samm,026,026_3_4,0,,026_026_3_4.jpg,
samm,026,026_5_1,0,,026_026_5_1.jpg,
samm,026,026_6_1,0,,026_026_6_1.jpg,
samm,026,026_7_3,0,,026_026_7_3.jpg,
samm,028,028_4_1,0,,028_028_4_1.jpg,
samm,028,028_4_3,2,,028_028_4_3.jpg,
samm,028,028_4_4,2,,028_028_4_4.jpg,
samm,030,030_1_1,0,,030_030_1_1.jpg,
samm,030,030_1_2,0,,030_030_1_2.jpg,
samm,030,030_5_1,0,,030_030_5_1.jpg,
samm,031,031_3_1,0,,031_031_3_1.jpg,
samm,032,032_3_1,0,,032_032_3_1.jpg,
samm,032,032_3_2,0,,032_032_3_2.jpg,
samm,032,032_4_2,0,,032_032_4_2.jpg,
samm,032,032_6_1,0,,032_032_6_1.jpg,
samm,033,033_1_3,1,,033_033_1_3.jpg,
samm,033,033_1_4,0,,033_033_1_4.jpg,
samm,033,033_1_5,0,,033_033_1_5.jpg,
samm,033,033_2_1,0,,033_033_2_1.jpg,
samm,033,033_2_2,0,,033_033_2_2.jpg,
samm,034,034_3_1,0,,034_034_3_1.jpg,
samm,034,034_7_2,0,,034_034_7_2.jpg,
samm,034,034_7_3,0,,034_034_7_3.jpg,
samm,035,035_1_1,0,,035_035_1_1.jpg,
samm,035,035_4_1,0,,035_035_4_1.jpg,
samm,035,035_4_2,0,,035_035_4_2.jpg,
samm,035,035_5_2,0,,035_035_5_2.jpg,
samm,035,035_5_3,0,,035_035_5_3.jpg,
samm,035,035_6_3,0,,035_035_6_3.jpg,
samm,035,035_7_1,2,,035_035_7_1.jpg,
samm,035,035_7_2,0,,035_035_7_2.jpg,
samm,036,036_7_3,0,,036_036_7_3.jpg,
samm,037,037_3_2,0,,037_037_3_2.jpg,
